__run_id,__done,sampling,llm,code,Time,TOTAL_DRAM_ENERGY (J),TOTAL_PACKAGE_ENERGY (J),TOTAL_PP0_ENERGY (J),TOTAL_PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,AVG_USED_MEMORY,AVG_USED_SWAP,TOTAL_ENERGY (J)
run_0_repetition_0,DONE,200,chatgpt,4,183.688,0,104770451.854,86294704.68,0,67221331968.0,8589930496.0,2058308421.009,275202048.0,9882.044
run_1_repetition_0,DONE,200,chatgpt,61,220.705,0,138274506.548,114229177.514,0,67221331968.0,8589930496.0,2045127806.957,275202048.0,11899.259
run_2_repetition_0,DONE,200,chatgpt,79,177.081,0,120763174.375,99993254.768,0,67221331968.0,8589930496.0,2038311237.556,275202048.0,9422.881
run_3_repetition_0,DONE,200,chatgpt,63,128.462,0,93194913.386,77244855.162,0,67221331968.0,8589930496.0,2039615875.975,275202048.0,7001.573
run_4_repetition_0,DONE,200,chatgpt,90,130.064,0,99173513.73,82245629.547,0,67221331968.0,8589930496.0,2042198091.387,275202048.0,7060.006
run_5_repetition_0,DONE,200,chatgpt,53,223.708,0,180646253.68,149874003.277,0,67221331968.0,8589930496.0,2038960969.143,275202048.0,10604.417
run_6_repetition_0,DONE,200,chatgpt,66,214.502,0,184879247.889,153446592.357,0,67221331968.0,8589930496.0,2038721926.912,275202048.0,10389.001
run_7_repetition_0,DONE,200,chatgpt,52,154.678,0,141047375.911,117155630.114,0,67221331968.0,8589930496.0,2045454920.01,275202048.0,8610.606
run_8_repetition_0,DONE,200,chatgpt,16,235.918,0,226653336.809,188312361.957,0,67221331968.0,8589930496.0,2115663190.489,275202048.0,10536.937
run_9_repetition_0,DONE,200,gpt-4,4,0.203,0,592664.089,491889.108,0,67221331968.0,8589930496.0,2043516245.333,275202048.0,0.008
run_10_repetition_0,DONE,200,gpt-4,61,95.448,0,96028427.499,79624622.637,0,67221331968.0,8589930496.0,2041878438.213,275202048.0,5155.609
run_11_repetition_0,DONE,200,gpt-4,79,177.688,0,185276532.773,153689690.611,0,67221331968.0,8589930496.0,2046419376.611,275202048.0,9524.58
run_12_repetition_0,DONE,200,gpt-4,63,129.665,0,140964282.626,117011411.519,0,67221331968.0,8589930496.0,2035056658.905,275202048.0,7153.691
run_13_repetition_0,DONE,200,gpt-4,90,154.675,0,174354279.768,144801522.058,0,67221331968.0,8589930496.0,2030964836.418,275202048.0,8451.347
run_14_repetition_0,DONE,200,gpt-4,53,179.285,0,210502482.284,174961532.652,0,67221331968.0,8589930496.0,2032944805.345,275202048.0,9613.329
run_15_repetition_0,DONE,200,gpt-4,66,214.502,0,262899457.628,218626447.648,0,67221331968.0,8589930496.0,2037375262.034,275202048.0,10416.883
run_16_repetition_0,DONE,200,gpt-4,52,183.492,0,234836334.036,195425870.017,0,67221331968.0,8589930496.0,2043113030.755,275202048.0,10362.101
run_17_repetition_0,DONE,200,gpt-4,16,-1.0,0,31494390.752,206551274.344,0,67221331968.0,8589930496.0,2118878228.853,275202048.0,-1.0
run_18_repetition_0,DONE,200,deepseek-coder,4,180.686,0,12371887.085,207974172.529,0,67221331968.0,8589930496.0,2043947562.431,275202048.0,9713.937
run_19_repetition_0,DONE,200,deepseek-coder,61,263.725,0,33256621.422,316159030.452,0,67221331968.0,8589930496.0,2048887696.291,275202048.0,12623.405
run_20_repetition_0,DONE,200,deepseek-coder,63,80.44,0,13752003.726,99739592.956,0,67221331968.0,8589930496.0,2048298146.218,275202048.0,4345.555
run_21_repetition_0,DONE,200,deepseek-coder,90,135.266,0,27269797.927,170860025.808,0,67221331968.0,8589930496.0,2050559305.251,275202048.0,7314.766
run_22_repetition_0,DONE,200,deepseek-coder,53,231.511,0,57511579.998,224096277.279,0,67221331968.0,8589930496.0,2050984923.776,275202048.0,10788.685
run_23_repetition_0,DONE,200,deepseek-coder,66,177.685,0,53630117.355,5915727.592,0,67221331968.0,8589930496.0,2050773778.984,275202048.0,9745.482
run_24_repetition_0,DONE,200,deepseek-coder,52,222.908,0,79280006.101,17588225.552,0,67221331968.0,8589930496.0,2050776790.71,275202048.0,11112.439
run_25_repetition_0,DONE,200,deepseek-coder,16,235.727,0,97000596.544,29575190.467,0,67221331968.0,8589930496.0,2117455212.475,275202048.0,10524.211
run_0_repetition_1,DONE,200,chatgpt,4,184.894,0,85949516.225,31433935.123,0,67221331968.0,8589930496.0,2043172682.644,275202048.0,9966.211
run_1_repetition_1,DONE,200,chatgpt,61,228.711,0,119466130.102,50096481.735,0,67221331968.0,8589930496.0,2047059705.069,275202048.0,12349.954
run_2_repetition_1,DONE,200,chatgpt,79,174.689,0,101090974.493,46611194.956,0,67221331968.0,8589930496.0,2036060169.362,275202048.0,9337.007
run_3_repetition_1,DONE,200,chatgpt,63,129.462,0,80541597.951,39259227.462,0,67221331968.0,8589930496.0,2028035464.875,275202048.0,7098.104
run_4_repetition_1,DONE,200,chatgpt,90,131.462,0,86690941.587,43979895.611,0,67221331968.0,8589930496.0,2043659041.797,275202048.0,7094.759
run_5_repetition_1,DONE,200,chatgpt,53,227.31,0,160289975.814,84794443.268,0,67221331968.0,8589930496.0,2034046792.436,275202048.0,10802.893
